round,scopeFamily,requiredFamily,profileId,profileLabel,controlRunId,experimentalRunId,controlElapsedMs,experimentalElapsedMs,addedWallClockMs,controlEligibleTimeoutCount,retryAttemptCount,retrySuccessCount,recoveredRawDocs,recoveredAcceptedAfterSourcePolicy,recoveredFinalContribution,slowdownWindowObserved,hasRetrySuccess,slateChanged,titlesAddedCount,titlesDroppedCount,titlesReorderedCount
19,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r19,cf-experimental-adventure_historical-r19,942,704,-238,0,0,0,0,0,0,false,false,false,0,0,0
19,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r19,cf-experimental-fantasy-r19,2968,2341,-627,0,0,0,0,0,0,false,false,false,0,0,0
19,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r19,cf-experimental-mystery_thriller-r19,439,176,-263,0,0,0,0,0,0,false,false,false,0,0,0
19,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r19,cf-experimental-horror_paranormal-r19,309,244,-65,0,0,0,0,0,0,false,false,false,0,0,0
19,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r19,cf-experimental-speculative_scifi-r19,2206,913,-1293,1,0,0,0,0,0,false,false,false,0,0,0
20,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,cf-control-romance-r20,cf-experimental-romance-r20,431,499,68,0,0,0,0,0,0,false,false,false,0,0,0
20,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r20,cf-experimental-adventure_historical-r20,1119,1203,84,0,0,0,0,0,0,false,false,false,0,0,0
20,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r20,cf-experimental-fantasy-r20,2528,1402,-1126,0,0,0,0,0,0,false,false,false,0,0,0
20,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r20,cf-experimental-mystery_thriller-r20,99,75,-24,0,0,0,0,0,0,false,false,false,0,0,0
20,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r20,cf-experimental-horror_paranormal-r20,977,528,-449,0,0,0,0,0,0,false,false,false,0,0,0
20,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r20,cf-experimental-speculative_scifi-r20,687,390,-297,0,0,0,0,0,0,false,false,false,0,0,0
20,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,cf-control-contemporary-r20,cf-experimental-contemporary-r20,603,518,-85,0,0,0,0,0,0,false,false,false,0,0,0
21,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r21,cf-experimental-adventure_historical-r21,1851,1145,-706,0,0,0,0,0,0,false,false,false,0,0,0
21,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r21,cf-experimental-fantasy-r21,2784,4432,1648,0,0,0,0,0,0,false,false,false,0,0,0
21,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r21,cf-experimental-mystery_thriller-r21,89,152,63,0,0,0,0,0,0,false,false,false,0,0,0
21,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r21,cf-experimental-horror_paranormal-r21,597,1119,522,0,0,0,0,0,0,false,false,false,0,0,0
21,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r21,cf-experimental-speculative_scifi-r21,664,705,41,0,0,0,0,0,0,false,false,false,0,0,0
21,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,cf-control-contemporary-r21,cf-experimental-contemporary-r21,555,531,-24,0,0,0,0,0,0,false,false,false,0,0,0
21,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,cf-control-romance-r21,cf-experimental-romance-r21,349,192,-157,0,0,0,0,0,0,false,false,false,0,0,0
22,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r22,cf-experimental-fantasy-r22,2653,1969,-684,0,0,0,0,0,0,false,false,false,0,0,0
22,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r22,cf-experimental-mystery_thriller-r22,174,209,35,0,0,0,0,0,0,false,false,false,0,0,0
22,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r22,cf-experimental-horror_paranormal-r22,516,658,142,0,0,0,0,0,0,false,false,false,0,0,0
22,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r22,cf-experimental-speculative_scifi-r22,1090,455,-635,0,0,0,0,0,0,false,false,false,0,0,0
22,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,cf-control-contemporary-r22,cf-experimental-contemporary-r22,516,773,257,0,0,0,0,0,0,false,false,false,0,0,0
22,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,cf-control-romance-r22,cf-experimental-romance-r22,303,365,62,0,0,0,0,0,0,false,false,false,0,0,0
22,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r22,cf-experimental-adventure_historical-r22,1295,1979,684,0,0,0,0,0,0,false,false,false,0,0,0
23,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r23,cf-experimental-mystery_thriller-r23,304,212,-92,0,0,0,0,0,0,false,false,false,0,0,0
23,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r23,cf-experimental-horror_paranormal-r23,354,614,260,0,0,0,0,0,0,false,false,false,0,0,0
23,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r23,cf-experimental-speculative_scifi-r23,498,837,339,0,0,0,0,0,0,false,false,false,0,0,0
23,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,cf-control-contemporary-r23,cf-experimental-contemporary-r23,687,685,-2,0,0,0,0,0,0,false,false,false,0,0,0
23,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,cf-control-romance-r23,cf-experimental-romance-r23,487,641,154,0,0,0,0,0,0,false,false,false,0,0,0
23,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r23,cf-experimental-adventure_historical-r23,1598,1351,-247,0,0,0,0,0,0,false,false,false,0,0,0
23,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r23,cf-experimental-fantasy-r23,3128,2335,-793,1,0,0,0,0,0,false,false,false,0,0,0
24,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,cf-control-horror_paranormal-r24,cf-experimental-horror_paranormal-r24,515,521,6,0,0,0,0,0,0,false,false,false,0,0,0
24,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,cf-control-speculative_scifi-r24,cf-experimental-speculative_scifi-r24,781,982,201,0,0,0,0,0,0,false,false,false,0,0,0
24,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,cf-control-contemporary-r24,cf-experimental-contemporary-r24,382,739,357,0,0,0,0,0,0,false,false,false,0,0,0
24,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,cf-control-romance-r24,cf-experimental-romance-r24,230,380,150,0,0,0,0,0,0,false,false,false,0,0,0
24,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,cf-control-adventure_historical-r24,cf-experimental-adventure_historical-r24,1609,2200,591,0,0,0,0,0,0,false,false,false,0,0,0
24,fantasy,fantasy,fantasy-high-epic,High epic fantasy,cf-control-fantasy-r24,cf-experimental-fantasy-r24,4047,2619,-1428,1,0,0,0,0,0,false,false,false,0,0,0
24,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,cf-control-mystery_thriller-r24,cf-experimental-mystery_thriller-r24,93,140,47,0,0,0,0,0,0,false,false,false,0,0,0
