policy,canonicalId,canonicalTitle,canonicalAuthor,candidateTitle,audienceBand,maturityBand,sourceMaturityRating,score,rank,selected,maturityMismatchRejected,likelyElementaryReader,rejectedReasons
juvenile_fiction_relaxed_to_unknown,counting-by-7s,Counting by 7s,Holly Goldberg Sloan,"Skip Counting by 2, 3, 4, 5, 6, 7, 8, 9, and 10: Number Flash Cards with Critters",unknown,,NOT_MATURE,152.51,58,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,from-mixed-up-files,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,From the Mixed-up Files of Mrs. Basil E. Frankweiler,unknown,,NOT_MATURE,141.56,59,true,false,false,
juvenile_fiction_relaxed_to_unknown,number-the-stars,Number the Stars,Lois Lowry,Number the Stars,unknown,,NOT_MATURE,139.66,60,false,false,false,duplicate_title
juvenile_fiction_relaxed_to_unknown,roll-of-thunder,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,"Roll of Thunder, Hear My Cry",unknown,,NOT_MATURE,139.41,61,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,inside-out-back-again,Inside Out and Back Again,Thanhha Lai,INSIDE OUT,adult,adult,NOT_MATURE,120.61,62,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,al-capone-does-my-shirts,Al Capone Does My Shirts,Gennifer Choldenko,AL CAPONE DOES MY SHIRTS,adult,adult,NOT_MATURE,120.56,63,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,terabithia,Bridge to Terabithia,Katherine Paterson,BRIDGE TO TERABITHIA,adult,adult,NOT_MATURE,120.31,64,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,fish-in-a-tree,Fish in a Tree,Lynda Mullaly Hunt,FISH IN A TREE,adult,adult,NOT_MATURE,120.31,65,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,walk-two-moons,Walk Two Moons,Sharon Creech,WALK TWO MOONS,adult,adult,NOT_MATURE,120.31,66,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,bud-not-buddy,"Bud, Not Buddy",Christopher Paul Curtis,"Bud, Not Buddy",unknown,,NOT_MATURE,120.06,67,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,counting-by-7s,Counting by 7s,Holly Goldberg Sloan,COUNTING BY 7S,adult,adult,NOT_MATURE,120.06,68,false,false,false,preteen_googlebooks_publication_identity_rejected_workbook
juvenile_fiction_relaxed_to_unknown,ivan,The One and Only Ivan,Katherine Applegate,The One and Only Ivan: An Instructional Guide for Literature,unknown,,NOT_MATURE,119.56,69,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,wonder,Wonder,R. J. Palacio,Wonder. White Bird (edizione italiana),unknown,,NOT_MATURE,53.410000000000004,70,true,false,false,
juvenile_fiction_relaxed_to_unknown,city-of-ember,The City of Ember,Jeanne DuPrau,The City of Ember Deluxe Edition,unknown,,NOT_MATURE,1.1499999999999997,71,false,false,false,same_author_deferred
juvenile_fiction_relaxed_to_unknown,pay-attention-carter-jones,"Pay Attention, Carter Jones",Gary D. Schmidt,"Pay Attention, Carter Jones",unknown,,NOT_MATURE,-0.05000000000000021,72,false,false,false,non_positive_score|non_positive_score_detail:score=-0.05:genre=0.00:positive=0.00:avoid=0.00:broadAvoid=0.00:age=0.25:sourceQuality=-1.50:queryRung=0.20
juvenile_fiction_relaxed_to_unknown,from-mixed-up-files,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,E. L. Konigsburg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,preteens,preteens,NOT_MATURE,-1.7000000000000004,73,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,holes,Holes,Louis Sachar,"Analyse von ""Löcher/Holes"" von Louis Sachar",unknown,,NOT_MATURE,-1.9500000000000004,74,false,false,false,non_positive_score|non_positive_score_detail:score=-1.95:genre=0.00:positive=0.00:avoid=0.00:broadAvoid=0.00:age=0.25:sourceQuality=-3.40:queryRung=0.20
juvenile_fiction_relaxed_to_unknown,giver,The Giver,Lois Lowry,The Giver Quartet - 101 Amazing Facts You Didn't Know,unknown,,NOT_MATURE,-1.9500000000000004,75,false,false,false,preteen_googlebooks_publication_identity_rejected_catalog
juvenile_fiction_relaxed_to_unknown,new-kid,New Kid,Jerry Craft,A New Pronouncing Dictionary of Medicine,unknown,,NOT_MATURE,-2.95,76,false,false,false,preteen_googlebooks_publication_identity_rejected_reference
juvenile_fiction_relaxed_to_unknown,new-kid,New Kid,Jerry Craft,New Websterian Dictionary ...,unknown,,NOT_MATURE,-2.95,77,false,false,false,preteen_googlebooks_publication_identity_rejected_reference
juvenile_fiction_relaxed_to_unknown,where-mountain-meets-moon,Where the Mountain Meets the Moon,Grace Lin,WHERE THE MOUNTAIN MEETS THE MOON,adult,adult,NOT_MATURE,-2.95,78,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,ivan,The One and Only Ivan,Katherine Applegate,THE ONE AND ONLY IVAN,adult,adult,NOT_MATURE,-3.45,79,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,phantom-tollbooth,The Phantom Tollbooth,Norton Juster,THE PHANTOM TOLLBOOTH,adult,adult,NOT_MATURE,-3.45,80,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,despereaux,The Tale of Despereaux,Kate DiCamillo,THE TALE OF DESPEREAUX,adult,adult,NOT_MATURE,-3.45,81,false,false,false,preteen_googlebooks_publication_identity_rejected_nonfiction
juvenile_fiction_relaxed_to_unknown,new-kid,New Kid,Jerry Craft,New Universal Graphic Dictionary of the English Language,unknown,,NOT_MATURE,-4.3500000000000005,82,false,false,false,preteen_googlebooks_publication_identity_rejected_reference
