budgetLabel,timeoutDeltaMs,runId,round,scopeFamily,requiredFamily,profileId,profileLabel,queryText,queryFamily,queryCascadeIndex,attemptNumber,elapsedMs,timedOut,abortOrigin,responseHeadersReceived,bodyCompleted,docsReturned,acceptedAfterSourcePolicy,finalContribution,contributedToFinalSlate,timeoutBudgetRemainingAtFetchStartMs,failedReason,lifecycleStage
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,1437,false,,true,true,8,2,1,true,2000,,completed
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,222,false,,true,true,8,3,1,true,2000,,completed
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,170,false,,true,true,8,0,0,false,2000,,completed
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,272,false,,true,true,8,4,0,false,2000,,completed
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,316,false,,true,true,8,3,0,false,2000,,completed
production,0,production-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,151,false,,true,true,8,2,0,false,2000,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,268,false,,true,true,8,2,1,true,2250,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,543,false,,true,true,8,3,1,true,2250,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,1167,false,,true,true,8,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,124,false,,true,true,8,4,0,false,2250,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,372,false,,true,true,8,3,0,false,2250,,completed
plus_250ms,250,plus_250ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,337,false,,true,true,8,2,0,false,2250,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,89,false,,true,true,8,2,1,true,2500,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,389,false,,true,true,8,3,1,true,2500,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,715,false,,true,true,8,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,126,false,,true,true,8,4,0,false,2500,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,670,false,,true,true,8,3,0,false,2500,,completed
plus_500ms,500,plus_500ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,178,false,,true,true,8,2,0,false,2500,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,fantasy school,fantasy,0,1,70,false,,true,true,8,2,1,true,2750,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,science fiction dystopian,speculative,1,1,188,false,,true,true,8,3,1,true,2750,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,action adventure,adventure,2,1,567,false,,true,true,8,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy,fantasy,3,1,110,false,,true,true,8,4,0,false,2750,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult contemporary fantasy,contemporary_drama,4,1,91,false,,true,true,8,3,0,false,2750,,completed
plus_750ms,750,plus_750ms-fantasy-r1,1,fantasy,fantasy,fantasy-high-epic,High epic fantasy,young adult fantasy adventure,fantasy,6,1,757,false,,true,true,8,2,0,false,2750,,completed
plus_250ms,250,plus_250ms-mystery_thriller-r1,1,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,82,false,,true,true,8,6,5,true,2250,,completed
plus_500ms,500,plus_500ms-mystery_thriller-r1,1,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,116,false,,true,true,8,6,5,true,2500,,completed
plus_750ms,750,plus_750ms-mystery_thriller-r1,1,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,518,false,,true,true,8,6,5,true,2750,,completed
production,0,production-mystery_thriller-r1,1,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,258,false,,true,true,8,6,5,true,2000,,completed
plus_500ms,500,plus_500ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,376,false,,true,true,8,4,3,true,2500,,completed
plus_500ms,500,plus_500ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,253,false,,true,true,8,4,0,false,2500,,completed
plus_750ms,750,plus_750ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,166,false,,true,true,8,4,3,true,2750,,completed
plus_750ms,750,plus_750ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,153,false,,true,true,8,4,0,false,2750,,completed
production,0,production-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,94,false,,true,true,8,4,3,true,2000,,completed
production,0,production-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,86,false,,true,true,8,4,0,false,2000,,completed
plus_250ms,250,plus_250ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,177,false,,true,true,8,4,3,true,2250,,completed
plus_250ms,250,plus_250ms-horror_paranormal-r1,1,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,494,false,,true,true,8,4,0,false,2250,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,523,false,,true,true,8,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,254,false,,true,true,0,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,99,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,392,false,,true,true,8,0,0,false,2000,,completed
production,0,production-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,83,false,,true,true,0,0,0,false,2000,,completed
production,0,production-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,902,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_250ms,250,plus_250ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,519,false,,true,true,8,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,580,false,,true,true,0,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,257,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_500ms,500,plus_500ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,803,false,,true,true,8,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,305,false,,true,true,0,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-speculative_scifi-r1,1,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,250,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,278,false,,true,true,8,7,2,true,2000,,completed
production,0,production-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,1496,false,,true,true,8,4,1,true,2000,,completed
plus_250ms,250,plus_250ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,768,false,,true,true,8,7,2,true,2250,,completed
plus_250ms,250,plus_250ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,391,false,,true,true,8,4,1,true,2250,,completed
plus_500ms,500,plus_500ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,158,false,,true,true,8,7,2,true,2500,,completed
plus_500ms,500,plus_500ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,97,false,,true,true,8,4,1,true,2500,,completed
plus_750ms,750,plus_750ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,115,false,,true,true,8,7,2,true,2750,,completed
plus_750ms,750,plus_750ms-contemporary-r1,1,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,109,false,,true,true,8,4,1,true,2750,,completed
plus_250ms,250,plus_250ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,84,false,,true,true,8,5,2,true,2250,,completed
plus_250ms,250,plus_250ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,593,false,,true,true,1,1,0,false,2250,,completed
plus_500ms,500,plus_500ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,116,false,,true,true,8,5,2,true,2500,,completed
plus_500ms,500,plus_500ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,627,false,,true,true,1,1,0,false,2500,,completed
plus_750ms,750,plus_750ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,129,false,,true,true,8,5,2,true,2750,,completed
plus_750ms,750,plus_750ms-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,172,false,,true,true,1,1,0,false,2750,,completed
production,0,production-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,169,false,,true,true,8,5,2,true,2000,,completed
production,0,production-romance-r1,1,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,120,false,,true,true,1,1,0,false,2000,,completed
plus_500ms,500,plus_500ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,168,false,,true,true,8,2,0,false,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,182,false,,true,true,8,7,3,true,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,1352,false,,true,true,8,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,745,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_750ms,750,plus_750ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,1134,false,,true,true,8,2,0,false,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,128,false,,true,true,8,7,3,true,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,605,false,,true,true,8,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,283,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,614,false,,true,true,8,2,0,false,2000,,completed
production,0,production-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,416,false,,true,true,8,7,3,true,2000,,completed
production,0,production-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,242,false,,true,true,8,0,0,false,2000,,completed
production,0,production-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,117,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_250ms,250,plus_250ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,114,false,,true,true,8,2,0,false,2250,,completed
plus_250ms,250,plus_250ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,93,false,,true,true,8,7,3,true,2250,,completed
plus_250ms,250,plus_250ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,214,false,,true,true,8,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-adventure_historical-r1,1,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,51,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_250ms,250,plus_250ms-mystery_thriller-r2,2,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,418,false,,true,true,8,6,5,true,2250,,completed
plus_500ms,500,plus_500ms-mystery_thriller-r2,2,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,171,false,,true,true,8,6,5,true,2500,,completed
plus_750ms,750,plus_750ms-mystery_thriller-r2,2,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,171,false,,true,true,8,6,5,true,2750,,completed
production,0,production-mystery_thriller-r2,2,mystery_thriller,mystery/thriller,mystery-psychological-thriller,Psychological thriller mystery,teen mystery thriller,mystery_thriller,0,1,75,false,,true,true,8,6,5,true,2000,,completed
plus_500ms,500,plus_500ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,125,false,,true,true,8,4,3,true,2500,,completed
plus_500ms,500,plus_500ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,89,false,,true,true,8,4,0,false,2500,,completed
plus_750ms,750,plus_750ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,85,false,,true,true,8,4,3,true,2750,,completed
plus_750ms,750,plus_750ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,117,false,,true,true,8,4,0,false,2750,,completed
production,0,production-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,322,false,,true,true,8,4,3,true,2000,,completed
production,0,production-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,103,false,,true,true,8,4,0,false,2000,,completed
plus_250ms,250,plus_250ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult horror,horror_paranormal,0,1,75,false,,true,true,8,4,3,true,2250,,completed
plus_250ms,250,plus_250ms-horror_paranormal-r2,2,horror_paranormal,horror/paranormal,horror-supernatural-ghost,Supernatural and ghost horror,young adult mystery,mystery_thriller,1,1,95,false,,true,true,8,4,0,false,2250,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,516,false,,true,true,8,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,69,false,,true,true,0,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,113,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,105,false,,true,true,8,0,0,false,2000,,completed
production,0,production-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,58,false,,true,true,0,0,0,false,2000,,completed
production,0,production-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,175,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_250ms,250,plus_250ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,747,false,,true,true,8,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,79,false,,true,true,0,0,0,false,2250,,completed
plus_250ms,250,plus_250ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,159,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_500ms,500,plus_500ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventure,speculative,0,1,410,false,,true,true,8,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,science fiction adventurous fast-paced alien war,speculative,1,1,320,false,,true,true,0,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-speculative_scifi-r2,2,speculative_scifi,speculative/science fiction,scifi-space-opera,Space opera science fiction,young adult fantasy,emergency_fallback,2,1,339,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,379,false,,true,true,8,7,2,true,2000,,completed
production,0,production-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,237,false,,true,true,8,4,1,true,2000,,completed
plus_250ms,250,plus_250ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,173,false,,true,true,8,7,2,true,2250,,completed
plus_250ms,250,plus_250ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,298,false,,true,true,8,4,1,true,2250,,completed
plus_500ms,500,plus_500ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,252,false,,true,true,8,7,2,true,2500,,completed
plus_500ms,500,plus_500ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,290,false,,true,true,8,4,1,true,2500,,completed
plus_750ms,750,plus_750ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,teen realistic fiction,contemporary_drama,0,1,413,false,,true,true,8,7,2,true,2750,,completed
plus_750ms,750,plus_750ms-contemporary-r2,2,contemporary,contemporary/romance,contemporary-coming-of-age,Coming-of-age contemporary,young adult contemporary romance,contemporary_drama,1,1,180,false,,true,true,8,4,1,true,2750,,completed
plus_250ms,250,plus_250ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,799,false,,true,true,8,5,2,true,2250,,completed
plus_250ms,250,plus_250ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,117,false,,true,true,1,1,0,false,2250,,completed
plus_500ms,500,plus_500ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,125,false,,true,true,8,5,2,true,2500,,completed
plus_500ms,500,plus_500ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,108,false,,true,true,1,1,0,false,2500,,completed
plus_750ms,750,plus_750ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,253,false,,true,true,8,5,2,true,2750,,completed
plus_750ms,750,plus_750ms-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,356,false,,true,true,1,1,0,false,2750,,completed
production,0,production-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,young adult romance,romance_historical,0,1,329,false,,true,true,8,5,2,true,2000,,completed
production,0,production-romance-r2,2,romance,contemporary/romance,romance-contemporary-sweet,Sweet contemporary romance,romance general cute fun,romance_historical,1,1,252,false,,true,true,1,1,0,false,2000,,completed
plus_500ms,500,plus_500ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,776,false,,true,true,8,2,0,false,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,84,false,,true,true,8,7,3,true,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,181,false,,true,true,8,0,0,false,2500,,completed
plus_500ms,500,plus_500ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,194,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
plus_750ms,750,plus_750ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,265,false,,true,true,8,2,0,false,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,297,false,,true,true,8,7,3,true,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,522,false,,true,true,8,0,0,false,2750,,completed
plus_750ms,750,plus_750ms-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,94,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
production,0,production-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen historical fiction,romance_historical,0,1,351,false,,true,true,8,2,0,false,2000,,completed
production,0,production-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,teen realistic fiction,contemporary_drama,1,1,369,false,,true,true,8,7,3,true,2000,,completed
production,0,production-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult historical adventure,adventure,2,1,229,false,,true,true,8,0,0,false,2000,,completed
production,0,production-adventure_historical-r2,2,adventure_historical,adventure/historical,historical-adventure-exploration,Historical adventure and exploration,young adult fantasy,emergency_fallback,1,1,229,false,,true,true,8,0,0,false,1500,emergency_fallback_probe_returned_docs,completed
